user_id,Q1,Total Traffic(MB),Downlink Throughput(Kbps),Uplink Throughput(Kbps),Downlink TCP Retransmission Rate(%),Video Streaming Download Throughput(Kbps),Video Streaming xKB Start Delay(ms),Web Page Download Throughput(Kbps),Web Average TCP RTT(ms),Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Downlink Throughput(Kbps)_log,Uplink Throughput(Kbps)_log,Downlink TCP Retransmission Rate(%)_log,Video Streaming Download Throughput(Kbps)_log,Video Streaming xKB Start Delay(ms)_log,Web Page Download Throughput(Kbps)_log,Web Average TCP RTT(ms)_log
1577,2,475.40568,2584.2400000001,653.1000000001001,1.3400000001,12044.9800000001,1612.0000000001,3033.4100000001,54.0000000001,0,0,1,0,0,0,0,7.857186739846486,6.481730256908764,0.29266961403744696,9.396403254607584,7.3852309230666355,8.01744267824274,3.9889840465661264
1578,3,117.98414,2513.2300000001,131.29000000009998,2.6000000001,6738.9200000001,1755.0000000001,1348.5900000001,291.0000000001,0,0,0,0,0,0,1,7.82932405743037,4.877408616946781,0.9555114450658979,8.815654953678262,7.470224135900023,7.206814881175926,5.6733232671718365
1579,5,160.90475,1520.1700000001001,119.4200000001,11.9800000001,5429.8700000001,1573.0000000001,2026.3400000001,113.0000000001,1,0,0,0,0,0,0,7.326577449691789,4.782646691119684,2.4832385926956504,8.599670471573267,7.360739903058342,7.613986489090055,4.727387818713225
1580,8,212.7079,1339.9700000001,62.2100000001,1.3100000001,3286.4600000001,1387.0000000001,1388.1000000001,166.0000000001,0,0,0,0,0,0,0,7.200402504634714,4.130515758528536,0.2700271372893961,8.097566276627008,7.234898420314904,7.235691184581135,5.111987788357146
1581,8,465.76574,1412.7500000001,82.3300000001,0.7200000001,1673.3000000001,6196.0000000001,1786.1000000001,75.0000000001,0,0,0,1,0,0,0,7.253293438510023,4.410735561311549,-0.3285040668331472,7.422553003500588,8.731659201536775,7.487789750910494,4.317488113537644
1582,8,615.91557,591.1200000001,222.54000000009998,2.8500000001,1842.4300000001,1780.0000000001,1448.4600000001,287.0000000001,1,0,1,0,0,0,0,6.382019042480562,5.405106860730004,1.047318994315647,7.5188406314829495,7.484368643286187,7.278256202054275,5.65948221575997
1583,7,248.24591,1015.3000000001,135.1200000001,3.5100000001,3053.1200000001,3419.0000000001,1019.7700000001,222.0000000001,0,0,0,0,0,0,0,6.922939414307275,4.906163272500285,1.2556160375062644,8.023919297563515,8.13710338963933,6.9273323906556,5.40267738187273
1584,1,549.72753,185.32000000009998,107.4500000001,0.7300000001,3823.1700000001,1671.0000000001,1259.1900000001,118.0000000001,0,0,0,0,0,0,0,5.222084060548987,4.67702562308945,-0.31471074470271393,8.248835200403308,7.421177528595454,7.138223936081493,4.770684624466512
1585,3,338.70217,385.0700000001,126.7400000001,5.0900000001,3953.4700000001,1809.0000000001,1081.5300000001,740.0000000001,1,0,1,0,0,0,1,5.95342513594294,4.84213774389616,1.6272778305820776,8.28234895326924,7.500529485395351,6.98613198425952,6.60665018619835
1586,8,347.87024,4505.2100000001,144.19000000009999,0.3700000001,12095.5200000001,2004.0000000001,2434.8800000001,85.0000000001,1,0,0,0,0,0,0,8.412989783828385,4.971131874319249,-0.9942522730735966,9.400590415092267,7.602900462204805,7.797652752988199,4.442651256491493
1587,1,468.02851,1625.6900000001,121.7200000001,3.4800000001,14790.1700000001,1356.0000000001,5059.1300000001,79.0000000001,0,0,0,0,0,0,0,7.393687620024913,4.801723325029592,1.2470322938151186,9.601718049891668,7.2122944685004144,8.52894981073982,4.369447852468287
1588,2,171.8781,74.8000000001,51.4400000001,3.4400000001,846.0500000001,2653.0000000001,1270.4100000001001,182.0000000001,0,0,0,0,0,0,0,4.314817884981768,3.940416079931308,1.2354714714143766,6.7405784595147535,7.883446354137777,7.147094961998493,5.204006687077345
1589,10,474.50916,1363.2800000001,193.54000000009998,1.1800000001,968.6200000001,7856.0000000001,1503.8100000001,121.0000000001,0,0,0,0,0,0,0,7.21764883979921,5.265484209453313,0.16551443856231912,6.875872378114513,8.969032850034315,7.315757166742338,4.795790545597567
1590,1,525.67719,5798.6600000001,431.96000000009997,0.8800000001,8749.0600000001,1196.0000000001,2390.7100000001,138.0000000001,0,0,0,0,0,0,0,8.665382135359192,6.06833299136479,-0.1278333713962485,9.07670154500938,7.08673793451066,7.779345671938414,4.927253685157929
1591,2,568.7893,6467.7500000001,66.3800000001,2.7400000001,7245.6700000001,1035.0000000001,2662.5500000001,35.0000000001,1,0,1,1,0,0,0,8.774583568125646,4.195395806293335,1.0079579204364753,8.888159328049747,6.942156705699566,7.887039589184112,3.555348061492271
1592,10,424.01521,10452.5700000001,23.240000000099997,2.6400000001,17538.2500000001,1364.0000000001,1733.5200000001,72.0000000001,0,0,0,0,0,0,0,9.254603160170754,3.145874931988013,0.9707789171961037,9.772139488998798,7.218176838403481,7.457909302410759,4.276666119017444
1593,5,108.93928,198.2800000001,34.2100000001,0.8800000001,2492.8500000001,1469.0000000001,270.28000000009996,233.0000000001,1,0,0,1,1,0,0,5.2896801731528775,3.5325179989924367,-0.1278333713962485,7.821181913241682,7.2923371761739455,5.599458458684344,5.45103845356613
1594,8,132.21814,364.2200000001,84.3000000001,0.9700000001,10256.2000000001,1268.0000000001,2440.5600000001,76.0000000001,0,0,0,0,0,0,1,5.897758080667948,4.434381865008996,-0.030459207381615783,9.235637679750354,7.14519613499725,7.7999828001510325,4.3307333402876464
1595,5,815.66514,5505.2200000001,292.7900000001,0.5800000001,10042.1100000001,1487.0000000001,2110.2600000001003,102.0000000001,0,0,0,0,0,0,0,8.613452012027663,5.679455628498807,-0.5447271752692583,9.214542530527895,7.3045159464602225,7.654566441627676,4.624972813285251
1596,5,237.17663,335.1300000001,90.2600000001,2.6500000001,4959.7300000001,1151.0000000001,2264.8100000001,116.0000000001,0,0,0,1,0,0,0,5.814518516251165,4.502694394399963,0.9745596400358667,8.509106582753457,7.04838640872197,7.725246149188904,4.753590191107227
1597,9,128.83906,6451.7400000001,53.3900000001,2.2500000001,11964.1400000001,1486.0000000001,2519.9000000001,443.0000000001,0,0,0,0,0,0,0,8.772105140851,3.977623462513968,0.8109302162607732,9.389669121453364,7.303843225277772,7.831974497178454,6.093569770045361
1598,1,263.18033,2025.8500000001,67.43000000010001,1.0600000001,4609.6500000001,1671.0000000001,2238.1000000001,283.0000000001,0,0,0,0,0,0,0,7.613744644555426,4.211090022747974,0.05826890821831546,8.435907211199607,7.421177528595454,7.713382570626128,5.645446897643591
1599,8,289.381,1496.2800000001,250.41000000009998,0.6700000001,2159.1100000001,2848.0000000001,1082.1800000001,369.0000000001,0,1,1,0,0,0,0,7.310737306796562,5.523099574531154,-0.4004775664478715,7.677451378730635,7.954372272531901,6.986732804165657,5.910796644040798
1600,10,874.79647,3337.9600000001,159.39000000009997,1.5600000001,2962.0700000001,1427.0000000001,2632.3100000001,126.0000000001,0,0,0,0,0,0,0,8.113115120926524,5.071354029131589,0.4446858213255483,7.993643627229152,7.263329617476907,7.8756170666646055,4.836281906952272
1601,10,281.33803,7382.6600000001,101.4700000001,0.3100000001,12846.4100000001,764.0000000001,3699.6800000001,77.0000000001,0,0,0,0,0,0,0,8.90688928625828,4.619763188291977,-1.1711829811803645,9.460819673858323,6.638567789166651,8.216001608405685,4.343805421854983
1602,10,860.28013,2884.9300000001,130.2500000001,0.3600000001,5653.1700000001,1030.0000000001,1281.9800000001,84.0000000001,0,0,0,0,0,0,0,7.96725591521633,4.869455680634244,-1.0216512472542036,8.639971728751,6.937314081223779,7.156161036734978,4.430816798844504
1603,10,309.08329,4992.0600000001,138.8700000001,0.14000000010000002,11222.1200000001,1399.0000000001,2305.4200000001,59.0000000001,0,0,0,0,0,0,0,8.515603929207822,4.933538243712009,-1.966112855658547,9.325642109534808,7.243512974665553,7.743018151413441,4.077537443907414
1604,1,248.10202,764.3700000001,256.6600000001,0.7000000001,1520.2900000001,1259.0000000001,1858.5600000001,209.0000000001,1,0,1,0,0,0,0,6.639051965128268,5.547752251816704,-0.3566749437958753,7.326656385116075,7.138073034044426,7.527557273316321,5.34233425196529
1605,5,573.94102,1227.9700000001,204.01000000009998,1.2800000001,9592.5200000001,1672.0000000001,15759.2800000001,50.0000000001,0,0,0,0,0,0,0,7.113117678441326,5.318169012251128,0.24686007800965082,9.168738907081154,7.421775793644707,9.665184677089085,3.912023005430146
1606,1,606.70965,971.5800000001001,128.23000000009998,1.3000000001,1243.5000000001,2462.0000000001,901.2800000001,184.0000000001,0,0,0,0,0,0,0,6.878923612313537,4.853825526471804,0.2623642645444142,7.12568526324354,7.808729306744439,6.803815975146515,5.214935757609529
1607,10,500.90137,519.7300000001001,88.7700000001,0.9700000001,4503.0700000001,2001.0000000001,1744.3500000001,519.0000000001,0,0,0,0,0,0,0,6.253309445959459,4.486048755081354,-0.030459207381615783,8.412514665372862,7.601402334583783,7.4641372724072195,6.251903883166081
1608,7,363.55069,1314.6100000001,250.4000000001,5.4700000001,5983.5000000001,1519.0000000001,1844.1200000001,277.0000000001,0,0,0,0,0,0,0,7.1812953226772365,5.523059639226343,1.6992786164521714,8.696760960013588,7.325807502595839,7.519757477921156,5.624017506187699
1609,5,782.77448,1233.1900000001,92.2000000001,1.4600000001,8488.3300000001,1826.0000000001,1572.3400000001,71.0000000001,0,0,0,1,0,0,0,7.117359586994444,4.5239601305636326,0.3784364357887382,9.046447557954673,7.5098830611549685,7.360320234590267,4.262679877042724
1610,3,121.3071,665.6600000001,144.9900000001,1.7600000001,1941.8600000001,2266.0000000001,1643.6900000001,74.0000000001,1,1,1,0,0,0,0,6.500779029675171,4.976664774525792,0.5653138091068786,7.571401555624449,7.7257714415879954,7.404698993358784,4.304065093205521
1611,6,409.10925,1344.5800000001,80.4200000001,1.3300000001,2205.6800000001,6985.0000000001,2444.8700000001,170.0000000001,1,0,1,1,0,0,0,7.203836975612324,4.387262901470372,0.28517894230885044,7.698791130361238,8.851520271691076,7.801747230761301,5.13579843705085
1612,1,500.75569,3208.1800000001,124.0100000001,4.3900000001,9331.4900000001,1149.0000000001,2437.6200000001,60.0000000001,1,1,1,0,0,0,0,8.07345907713803,4.820362207515488,1.479329227109859,9.141149980983549,7.046647277848843,7.798777432429479,4.0943445622237675
1613,5,218.60126,1916.7100000001,219.7400000001,0.6900000001,21868.960000000097,1002.0000000001,2697.3600000001,66.0000000001,1,0,0,0,0,0,0,7.558365453563418,5.39244502927319,-0.3710636812459045,9.992823558813537,6.90975328164491,7.900028795878159,4.18965474202794
1614,10,712.80497,2385.5500000001,73.9100000001,0.7300000001,3286.0600000001,1579.0000000001,1478.5500000001,100.0000000001,0,0,0,0,0,0,0,7.777184984703011,4.302848136798148,-0.31471074470271393,8.097444557712347,7.364547014255705,7.298817156779625,4.605170185989091
1615,5,801.98412,1275.0800000001,123.8000000001,0.34000000010000003,10996.3200000001,961.0000000001,3231.0200000001,90.0000000001,0,0,1,1,0,0,1,7.150764200722253,4.818667360251303,-1.0788096610778122,9.305315950353156,6.8679744089703965,8.080553155839416,4.499809670331376
1616,10,145.53303,395.8100000001,142.8400000001,2.1700000001,7763.9800000001,682.0000000001,2161.8700000001,189.0000000001,0,0,0,0,0,0,0,5.980934298135054,4.961725122726948,0.7747271675984511,8.957250368293838,6.525029657843609,7.678728866881635,5.241747015060171
1617,1,588.19689,2355.5400000001,211.79000000009998,3.1300000001,5121.3200000001,2190.0000000001,1180.8700000001,199.0000000001,1,0,0,0,0,0,0,7.764525279528537,5.355595217699982,1.1410330045840107,8.541167497305642,7.691656822810592,7.074006733932012,5.293304824724995
1618,6,282.24249,124.0100000001,38.9200000001,3.5100000001,264.4500000001,1913.0000000001,239.1500000001,2394.0000000001,0,0,1,0,0,0,0,4.820362207515488,3.661508257320374,1.2556160375062644,5.577652197512367,7.556427969440305,5.477090970126724,7.78072088611796
1619,1,450.57249,2160.2500000001,155.76000000009998,0.4800000001,3888.2100000001,1126.0000000001,778.8400000001001,150.0000000001,0,1,0,0,0,0,0,7.677979234721555,5.048316361064586,-0.7339691748718671,8.26570417646742,7.026426808699725,6.657805633247549,5.0106352940969225
1620,10,205.22731,8182.5300000001,372.27000000009997,0.5400000001,14752.3000000001,1220.0000000001,1456.6500000001001,58.0000000001,0,0,0,0,0,0,0,9.009756672729763,5.919619397454906,-0.6161861392386317,9.599154281815201,7.106606137727384,7.283894557708542,4.060443010548144
1621,4,778.92054,1093.4300000001,191.7700000001,1.6600000001,2018.9700000001,2338.0000000001,1213.5000000001,292.0000000001,1,0,0,1,0,0,0,6.997074823435974,5.256296737285946,0.5068176024286928,7.610342759361483,7.757051142032057,7.1012640251667385,5.676753802268625
1622,9,524.58272,628.6100000001001,28.080000000099997,1.2900000001,6006.7500000001,1730.0000000001,2536.7400000001,127.0000000001,0,0,0,0,0,0,0,6.443511032604891,3.3350575791611714,0.25464221845110013,8.700639115871917,7.455876687491882,7.838635071099624,4.844187086459379
1623,3,766.41666,874.6700000001,52.5100000001,0.6000000001,3230.9500000001,1705.0000000001,647.3900000001,169.0000000001,0,0,0,0,0,0,0,6.773846672364332,3.9610036276516722,-0.510825623599324,8.080531490619675,7.441320389717676,6.472948894972013,5.129898714923665
1624,1,511.74242,1681.2800000001,228.20000000009998,0.3800000001,7500.4200000001,1135.0000000001,2816.8200000001,70.0000000001,0,0,0,0,0,0,0,7.4273106870571795,5.430222437428413,-0.9675840259985476,8.922714297956473,7.034387929915591,7.943363868071281,4.2484952420507875
1625,1,456.88907,661.2900000001,72.7600000001,2.0000000001,4764.9600000001,1207.0000000001,3003.9200000001,171.0000000001,1,0,0,0,0,0,0,6.494192472836508,4.287166353651296,0.6931471806099453,8.469044421509542,7.095893221097614,8.007673381370987,5.141663556503245
1626,2,762.21596,1350.1700000001001,51.130000000100004,0.4800000001,9170.6900000001,1634.0000000001,3872.1100000001,81.0000000001,0,0,1,0,0,0,0,7.207985789430471,3.9343714090938637,-0.7339691748718671,9.123767807785052,7.39878627542001,8.261554857083873,4.394449154673674
1627,9,289.7284,71.6400000001,12.2700000001,5.6200000001,154.91000000009998,4989.0000000001,113.9800000001,1634.0000000001,0,0,0,0,0,0,0,4.271653577193907,2.50715725873097,1.7263316639233932,5.042844303118917,8.514990767861057,4.736022994407731,7.39878627542001
1628,1,152.82527,1986.7300000001,122.6700000001,1.0600000001,5602.4700000001,1545.0000000001,1933.3000000001,83.0000000001,0,0,0,0,0,0,0,7.594245350077836,4.809497823045476,0.05826890821831546,8.630962850908421,7.34277918933191,7.566983666338508,4.418840607797803
1629,2,527.18148,11341.5800000001,231.17000000009998,0.1500000001,15044.6200000001,971.0000000001,8133.8300000001,54.0000000001,1,0,0,0,0,0,0,9.336230897382253,5.443153370593918,-1.8971199842192146,9.618775731184524,6.878326468291428,9.00378718632254,3.9889840465661264
1630,3,332.96816,2686.8600000001,244.8400000001,0.3300000001,7461.4900000001,1262.0000000001,3934.8100000001,66.0000000001,0,0,1,0,0,0,0,7.89612850454135,5.500604935983278,-1.1086626242185809,8.917510405157545,7.140453043101238,8.27761787506063,4.18965474202794
1631,7,316.67153,3803.0000000001,303.2300000001,1.1400000001,10607.0700000001,1455.0000000001,2309.7500000001,97.0000000001,0,0,0,0,0,0,0,8.243545507928285,5.714491593464882,0.1310282624941233,9.269276038899184,7.282761179605662,7.744894572550898,4.574710978504414
1632,10,100.02668,1092.6600000001001,47.770000000100005,4.3300000001,7009.9400000001,1622.0000000001,5012.1600000001,608.0000000001,0,0,0,0,0,0,0,6.996370369335875,3.866397827403964,1.4655675420374932,8.85508442079088,7.39141523467542,8.519622238890317,6.410174881966332
1633,1,336.49643,5075.9100000001,489.6900000001,1.2200000001,7701.0200000001005,912.0000000001,1073.2800000001,76.0000000001,0,0,0,0,0,0,1,8.532261098180657,6.193772537834257,0.19885085882713238,8.949108066601207,6.815639990074441,6.978474659194883,4.3307333402876464
1634,10,534.85937,3048.8600000001,137.70000000009998,0.4900000001,8175.8100000001,901.0000000001,1963.5000000001,57.0000000001,0,0,0,0,0,0,0,8.022523029240086,4.925077405735335,-0.7133498876733831,9.00893507342592,6.803505257608449,7.5824838740181155,4.043051267836304
1635,1,393.20144,679.9300000001,141.3700000001,1.1500000001,3575.4300000001,2212.0000000001,2213.1900000001,212.0000000001,0,0,0,0,0,0,0,6.5219898516950225,4.9513805668796484,0.13976194246211515,8.18184072761539,7.701652362642271,7.702190192669313,5.356586274672484
1636,6,432.23204,682.2200000001001,35.9400000001,2.1500000001,940.0900000001001,4508.0000000001,1514.1500000001001,137.0000000001,0,0,1,0,0,0,0,6.52535218647082,3.5818508813581955,0.765467842186083,6.845975615361778,8.413608875159689,7.322609504387053,4.919980925828855
1637,10,109.18678,467.7600000001,198.5200000001,0.4200000001,10835.4100000001,959.0000000001,5450.9300000001,44.0000000001,0,0,0,0,0,0,0,6.147955343867629,5.2908898507197435,-0.8675005674666278,9.290574753586798,6.8658910748835424,8.60354151530142,3.784189633920534
1638,1,501.67689,4167.5800000001,1406.1000000001,0.3500000001,9094.3300000001,1317.0000000001,8564.2000000001,74.0000000001,0,0,0,0,0,0,0,8.335090810601496,7.248575193596841,-1.0498221242129635,9.11540642138878,7.183111701743357,9.05534600300999,4.304065093205521
1639,4,545.07973,1578.4200000001001,60.9300000001,0.9200000001,1542.7800000001,1470.0000000001,1257.1000000001,135.0000000001,0,0,1,1,0,0,0,7.364179625687492,4.1097256642620446,-0.08338160883035535,7.3413412628070205,7.29301767977285,7.1365627599208645,4.90527477843917
1640,7,140.24376,1095.9200000001001,125.3800000001,3.2800000001,7941.1000000001,1203.0000000001,1710.4600000001,118.0000000001,0,0,0,0,0,0,0,6.9993494721432254,4.83134912584662,1.1878434224265402,8.979807083688367,7.092573715974762,7.444517619169131,4.770684624466512
1641,1,323.35808,272.65000000009996,109.8900000001,1.2700000001,1561.4700000001,4847.0000000001,822.5800000001001,317.0000000001,0,0,0,0,0,0,0,5.608188921372437,4.699479865459742,0.23901690054924007,7.353382964242769,8.486115235845396,6.71244574234746,5.758901773877596
1642,1,335.41289,761.4900000001,230.5000000001,2.2200000001,3176.7800000001002,2207.0000000001,2050.9700000001,70.0000000001,0,0,1,0,0,0,0,6.6352770402727606,5.440250862437137,0.7975071959292332,8.063623384153841,7.699389406256782,7.6260681309542395,4.2484952420507875
1643,9,540.57999,882.8300000001001,30.0500000001,0.4100000001,5918.2100000001,1620.0000000001,608.8800000001,73.0000000001,0,0,0,0,0,0,0,6.78313265658735,3.4028626609845443,-0.8915981190398812,8.68578931729173,7.390181428226492,6.4116212039593,4.290459441149761
1644,10,319.67796,2048.1300000001,429.96000000009997,2.3400000001,8653.6100000001,1109.0000000001,5632.7500000001,104.0000000001,0,0,0,0,0,0,0,7.624682460707396,6.063692181105095,0.850150929412345,9.065731853903849,7.011213987350457,8.636353056585513,4.644390899142334
1645,7,334.00509,176.0600000001,56.0300000001,2.2400000001,365.84000000009996,1883.0000000001,205.44000000009999,1012.0000000001,0,0,0,0,0,0,0,5.170824846033328,4.025887261578978,0.8064758659115915,5.902196079350073,7.540621528657206,5.325154020502083,6.91968384984751
1646,2,370.57156,3596.0000000001,62.5300000001,2.6000000001,27714.3600000001,1103.0000000001,1821.0800000001,56.0000000001,1,0,1,0,0,0,0,8.18757739559154,4.135646441580806,0.9555114450658979,10.229705969398934,7.005789019253593,7.507185010668231,4.025351690736935
1647,8,275.18509,817.0000000001,235.2200000001,3.1000000001,2208.7900000001,5363.0000000001,1555.8600000001,82.0000000001,0,0,0,0,0,0,0,6.705639094860126,5.4605212464233155,1.1314021115233586,7.7002001332605765,8.587278798982943,7.349783726397413,4.406719247265473
1648,5,662.77107,3374.1100000001,114.7300000001,0.28000000010000003,6915.5000000001,1746.0000000001,2210.4300000001,111.0000000001,1,1,0,1,0,0,0,8.123886864827021,4.742581541811924,-1.2729656754557446,8.841520548064777,7.465082736399605,7.700942345721276,4.709530201313235
1649,9,570.27752,2295.0200000001,522.8400000001001,0.7700000001,9292.3100000001,907.0000000001,3044.5800000001,36.0000000001,0,0,0,0,0,0,0,7.738496837053667,6.259275489917543,-0.26136476400453734,9.136942455365666,6.810142450115247,8.021118239596188,3.5835189384588877
1650,10,225.14424,134.7800000001,35.8900000001,1.2800000001,5360.4500000001,1613.0000000001,1970.1400000001001,67.0000000001,0,0,0,0,0,0,0,4.903643819518813,3.5804587051623025,0.24686007800965082,8.586803205764705,7.385851078125271,7.585859885196865,4.204692619392459
1651,2,838.50547,1946.9700000001,112.8700000001,1.7900000001,4645.7200000001,1954.0000000001,639.8800000001,79.0000000001,0,0,0,0,0,0,0,7.574029596933048,4.726236713968421,0.5822156199085295,8.443701644617999,7.577633832602779,6.461280658773552,4.369447852468287
1652,10,136.30793,684.5100000001,60.240000000100004,4.7000000001,3728.6800000001,1564.0000000001,1692.7400000001,119.0000000001,0,0,0,0,0,0,0,6.528703253825735,4.098336583493298,1.5475625087372895,8.223809562605501,7.355001921105321,7.434103796801473,4.77912349311237
1653,5,871.03314,851.0100000001,105.4200000001,2.8300000001,6156.3300000001,1610.0000000001,1745.1900000001,97.0000000001,0,0,0,1,0,0,0,6.746423879385767,4.657952371428009,1.040276711690482,8.72523609975984,7.383989457978571,7.464618711230804,4.574710978504414
1654,1,299.55057,1789.1700000001001,145.94000000009999,2.6300000001,5351.2400000001,1451.0000000001,1967.7600000001,73.0000000001,0,0,1,0,0,0,0,7.489507104147888,4.983195578338159,0.966983846227696,8.585083588735166,7.280008252884257,7.584651118956082,4.290459441149761
1655,5,423.2975,1366.6100000001,69.1200000001,1.8000000001,1896.5800000001,3838.0000000001,660.7400000001,330.0000000001,0,0,0,1,0,0,0,7.220088499750097,4.235844124497247,0.5877866649576746,7.5478075432079565,8.252706676567671,6.493360419052961,5.7990926544608286
1656,7,757.90174,1047.5600000001,289.2600000001,0.1600000001,8128.1400000001,3999.0000000001,3502.1000000001,60.0000000001,1,0,1,0,0,0,0,6.9542189293922725,5.6673259376459315,-1.8325814631233102,9.003087394079387,8.293799608846843,8.161118067549502,4.0943445622237675
1657,10,199.32076,1437.5300000001,123.2500000001,4.6900000001,5783.1800000001,1343.0000000001,2893.6400000001,108.0000000001,0,0,0,0,0,0,0,7.270681642019026,4.814214812923611,1.54543258247951,8.66270898338714,7.202661196523312,7.970270504153104,4.682131227125145
1658,10,436.8033,2281.0800000001,187.4700000001,0.7600000001,3755.9500000001,1783.0000000001,1529.4200000001001,152.0000000001,0,0,0,0,0,0,0,7.732404294006106,5.233618832609634,-0.27443684557018133,8.231096528205496,7.486052617863196,7.332643857548356,5.023880520846935
1659,10,743.56091,625.6100000001001,432.0600000001,1.1400000001,1776.5900000001,2217.0000000001,1482.7800000001,164.0000000001,0,0,0,0,0,0,0,6.43872717375824,6.068564467489062,0.1310282624941233,7.482451075590783,7.703910209616357,7.301673983189997,5.099866427824808
1660,2,252.49894,877.3500000001001,155.7200000001,0.6800000001000001,1157.6500000001001,7440.0000000001,2486.2500000001,265.0000000001,0,0,0,1,0,0,0,6.776906000557259,5.048059522742897,-0.38566248066492576,7.054147367197294,8.914626127827152,7.818530830168222,5.5797298259865995
1661,10,346.07207,1515.0300000001,121.1400000001,2.2100000001,5211.5700000001,1794.0000000001,1548.2400000001,63.0000000001,0,0,0,0,0,0,0,7.323190519727677,4.796946901553627,0.7929925155749104,8.558636432922635,7.492203042618797,7.34487408089216,4.14313472639312
1662,1,333.81844,71.8900000001,16.700000000099998,3.4400000001,188.8700000001,5691.0000000001,158.2500000001,1584.0000000001,0,0,0,0,0,0,0,4.275137172997171,2.815408719428697,1.2354714714143766,5.241058947708284,8.646641258603141,5.064176061024917,7.367708572374434
1663,5,645.52234,3152.2800000001002,124.9100000001,1.1000000001,3289.3800000001,1332.0000000001,1674.0600000001,83.0000000001,0,0,0,0,0,0,0,8.05588127951974,4.827593477978619,0.09531017989523403,8.09845437615252,7.194436851100409,7.423007092701067,4.418840607797803
1664,10,683.39601,717.6000000001001,63.8700000001,1.5100000001,2997.1900000001,1454.0000000001,1678.2900000001,96.0000000001,0,0,0,0,0,0,0,6.575912310744726,4.156849767575063,0.4121096508930581,8.005430462037273,7.282073658093534,7.425530696886145,4.564348191468878
1665,3,205.89168,2584.7200000001,550.9300000001,1.0100000001,1506.9900000001,791.0000000001,1636.3900000001001,47.0000000001,0,0,0,0,0,0,0,7.857372463861135,6.3116077593403235,0.009950330952178002,7.317869562904479,6.67329796776778,7.4002478750613205,3.850147601712186
1666,5,518.18385,3671.1300000001,124.8200000001,0.5400000001,8788.9300000001,1154.0000000001,3279.5400000001,59.0000000001,1,0,0,0,0,0,0,8.208254795563935,4.826872699506698,-0.6161861392386317,9.081248254031859,7.050989447068131,8.095458447640686,4.077537443907414
1667,8,257.66161,533.1300000001,79.0900000001,1.1900000001,8820.9600000001,1106.0000000001,3912.9200000001,85.0000000001,1,0,1,0,0,0,0,6.278765296865692,4.370586444532591,0.1739533072074716,9.084885986615236,7.008505182082371,8.272039177329836,4.442651256491493
1668,3,206.94841,674.5600000001,128.29000000009998,1.9400000001,1709.6500000001001,1470.0000000001,1672.3700000001,177.0000000001,0,0,0,0,0,0,0,6.514060626473037,4.854293326262028,0.6626879731267832,7.444043950184716,7.29301767977285,7.421997061029302,5.176149732574394
1669,5,158.8678,851.5300000001,110.3600000001,1.2800000001,4615.1300000001,2239.0000000001,3835.8800000001,119.0000000001,0,0,0,1,0,0,0,6.747034731425859,4.703747749349992,0.24686007800965082,8.43709531555432,7.713784616598799,8.252154152928018,4.77912349311237
1670,8,837.85351,813.2600000001,54.5300000001,1.9400000001,1916.7400000001,2867.0000000001,708.6400000001,236.0000000001,1,0,0,0,0,0,0,6.701050861619823,3.998751008939804,0.6626879731267832,7.558381105260976,7.961021465883404,6.563347640175029,5.463831805026034
1671,8,339.29896,6683.2700000001005,103.5200000001,3.7100000001,12400.7400000001,1742.0000000001,1870.9200000001001,192.0000000001,0,0,0,0,0,0,0,8.807362667712493,4.639764830753556,1.3110318766462978,9.425511427231864,7.462789157412505,7.534185567476514,5.257495372028302
1672,7,258.71375,9167.4900000001,152.07000000009998,0.9700000001,6530.1700000001,1412.0000000001,2119.6100000001,150.0000000001,0,0,1,1,1,0,0,9.123418809134971,5.024340941153025,-0.030459207381615783,8.78418825562228,7.252762418053258,7.658987388478821,5.0106352940969225
1673,9,358.99507,284.65000000009996,52.8700000001,3.6700000001,7206.0500000001,1776.0000000001,1759.9300000001,321.0000000001,0,0,0,0,0,0,0,5.651260355397442,3.96783607024925,1.3001916620937268,8.882676229946206,7.4821189235521715,7.473029314514026,5.7714411231303275
1674,1,430.6116,8433.4000000001,129.48000000009998,0.1300000001,10555.3600000001,905.0000000001,2882.0700000001,55.0000000001,1,0,0,0,0,0,0,9.039955291154609,4.863526429058815,-2.0402208277573237,9.264389066759064,6.807934943700037,7.966264064952948,4.007333185234289
1675,10,356.53705,3357.6400000001,133.4900000001,0.9600000001,10704.3800000001,1175.0000000001,2407.3800000001,110.0000000001,0,0,0,0,0,0,0,8.118993625219833,4.89402656866839,-0.04082199441608849,9.278408282485266,7.069023426578345,7.7862942981932965,4.700480365793325
1676,1,199.80601,480.65000000009996,70.2600000001,2.6700000001,1711.4100000001001,3883.0000000001,532.3200000001001,532.0000000001,0,0,0,0,0,0,1,6.175139354512033,4.2522026468391045,0.9820784724496113,7.445072871136277,8.264363329731694,6.277244812270355,6.276643489341833
1677,10,757.33488,9121.8700000001,104.0600000001,0.2900000001,4709.2500000001,1097.0000000001,1672.9900000001,70.0000000001,0,0,0,0,0,0,0,9.118430105909418,4.644967655863119,-1.2378743556567897,8.45728393866235,7.0003344602753215,7.422367723682708,4.2484952420507875
